Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
-----------------------------------------------
                0.00    0.00      12/12          std::chrono::duration<long, std::ratio<1l, 1000000000l> >* std::__uninitialized_move_if_noexcept_a<std::chrono::duration<long, std::ratio<1l, 1000000000l> >*, std::chrono::duration<long, std::ratio<1l, 1000000000l> >*, std::allocator<std::chrono::duration<long, std::ratio<1l, 1000000000l> > > >(std::chrono::duration<long, std::ratio<1l, 1000000000l> >*, std::chrono::duration<long, std::ratio<1l, 1000000000l> >*, std::chrono::duration<long, std::ratio<1l, 1000000000l> >*, std::allocator<std::chrono::duration<long, std::ratio<1l, 1000000000l> > >&) [152]
[134]    0.0    0.00    0.00      12         std::move_iterator<std::chrono::duration<long, std::ratio<1l, 1000000000l> >*> std::__make_move_if_noexcept_iterator<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::move_iterator<std::chrono::duration<long, std::ratio<1l, 1000000000l> >*> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> >*) [134]
                0.00    0.00      12/12          std::move_iterator<std::chrono::duration<long, std::ratio<1l, 1000000000l> >*>::move_iterator(std::chrono::duration<long, std::ratio<1l, 1000000000l> >*) [131]
-----------------------------------------------
                0.00    0.00       1/10          std::vector<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::allocator<std::chrono::duration<long, std::ratio<1l, 1000000000l> > > >::~vector() [222]
                0.00    0.00       9/10          void std::vector<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::allocator<std::chrono::duration<long, std::ratio<1l, 1000000000l> > > >::_M_realloc_insert<std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&>(__gnu_cxx::__normal_iterator<std::chrono::duration<long, std::ratio<1l, 1000000000l> >*, std::vector<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::allocator<std::chrono::duration<long, std::ratio<1l, 1000000000l> > > > >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [186]
[135]    0.0    0.00    0.00      10         std::_Vector_base<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::allocator<std::chrono::duration<long, std::ratio<1l, 1000000000l> > > >::_M_get_Tp_allocator() [135]
-----------------------------------------------
                0.00    0.00       3/9           __gnu_cxx::new_allocator<std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::allocate(unsigned long, void const*) [160]
                0.00    0.00       6/9           std::allocator_traits<std::allocator<std::chrono::duration<long, std::ratio<1l, 1000000000l> > > >::max_size(std::allocator<std::chrono::duration<long, std::ratio<1l, 1000000000l> > > const&) [145]
[136]    0.0    0.00    0.00       9         __gnu_cxx::new_allocator<std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::max_size() const [136]
-----------------------------------------------
                0.00    0.00       3/9           void std::allocator_traits<std::allocator<std::chrono::duration<long, std::ratio<1l, 1000000000l> > > >::construct<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&>(std::allocator<std::chrono::duration<long, std::ratio<1l, 1000000000l> > >&, std::chrono::duration<long, std::ratio<1l, 1000000000l> >*, std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [177]
                0.00    0.00       3/9           void std::vector<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::allocator<std::chrono::duration<long, std::ratio<1l, 1000000000l> > > >::_M_realloc_insert<std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&>(__gnu_cxx::__normal_iterator<std::chrono::duration<long, std::ratio<1l, 1000000000l> >*, std::vector<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::allocator<std::chrono::duration<long, std::ratio<1l, 1000000000l> > > > >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [186]
                0.00    0.00       3/9           void __gnu_cxx::new_allocator<std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::construct<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&>(std::chrono::duration<long, std::ratio<1l, 1000000000l> >*, std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [161]
[137]    0.0    0.00    0.00       9         std::chrono::duration<long, std::ratio<1l, 1000000000l> > const& std::forward<std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&>(std::remove_reference<std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&>::type&) [137]
-----------------------------------------------
                0.00    0.00       2/8           std::chrono::duration<long, std::ratio<1l, 1000l> > std::chrono::__duration_cast_impl<std::chrono::duration<long, std::ratio<1l, 1000l> >, std::ratio<1l, 1000000l>, long, true, false>::__cast<long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [193]
                0.00    0.00       6/8           std::common_type<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::type std::chrono::operator-<long, std::ratio<1l, 1000000000l>, long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&, std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [185]
[138]    0.0    0.00    0.00       8         std::chrono::duration<long, std::ratio<1l, 1000000000l> >::count() const [138]
-----------------------------------------------
                0.00    0.00       3/6           std::vector<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::allocator<std::chrono::duration<long, std::ratio<1l, 1000000000l> > > >::end() [187]
                0.00    0.00       3/6           std::vector<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::allocator<std::chrono::duration<long, std::ratio<1l, 1000000000l> > > >::begin() [188]
[139]    0.0    0.00    0.00       6         __gnu_cxx::__normal_iterator<std::chrono::duration<long, std::ratio<1l, 1000000000l> >*, std::vector<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::allocator<std::chrono::duration<long, std::ratio<1l, 1000000000l> > > > >::__normal_iterator(std::chrono::duration<long, std::ratio<1l, 1000000000l> >* const&) [139]
-----------------------------------------------
                0.00    0.00       6/6           std::vector<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::allocator<std::chrono::duration<long, std::ratio<1l, 1000000000l> > > >::max_size() const [142]
[140]    0.0    0.00    0.00       6         std::_Vector_base<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::allocator<std::chrono::duration<long, std::ratio<1l, 1000000000l> > > >::_M_get_Tp_allocator() const [140]
-----------------------------------------------
                0.00    0.00       6/6           std::common_type<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::type std::chrono::operator-<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >(std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > > const&, std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > > const&) [184]
[141]    0.0    0.00    0.00       6         std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::time_since_epoch() const [141]
-----------------------------------------------
                0.00    0.00       6/6           std::vector<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::allocator<std::chrono::duration<long, std::ratio<1l, 1000000000l> > > >::_M_check_len(unsigned long, char const*) const [165]
[142]    0.0    0.00    0.00       6         std::vector<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::allocator<std::chrono::duration<long, std::ratio<1l, 1000000000l> > > >::max_size() const [142]
                0.00    0.00       6/6           std::_Vector_base<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::allocator<std::chrono::duration<long, std::ratio<1l, 1000000000l> > > >::_M_get_Tp_allocator() const [140]
                0.00    0.00       6/6           std::allocator_traits<std::allocator<std::chrono::duration<long, std::ratio<1l, 1000000000l> > > >::max_size(std::allocator<std::chrono::duration<long, std::ratio<1l, 1000000000l> > > const&) [145]
-----------------------------------------------
                0.00    0.00       6/6           std::chrono::duration<long, std::ratio<1l, 1000000000l> >* std::__copy_move_a<true, std::chrono::duration<long, std::ratio<1l, 1000000000l> >*, std::chrono::duration<long, std::ratio<1l, 1000000000l> >*>(std::chrono::duration<long, std::ratio<1l, 1000000000l> >*, std::chrono::duration<long, std::ratio<1l, 1000000000l> >*, std::chrono::duration<long, std::ratio<1l, 1000000000l> >*) [148]
[143]    0.0    0.00    0.00       6         std::chrono::duration<long, std::ratio<1l, 1000000000l> >* std::__copy_move<true, true, std::random_access_iterator_tag>::__copy_m<std::chrono::duration<long, std::ratio<1l, 1000000000l> > >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const*, std::chrono::duration<long, std::ratio<1l, 1000000000l> > const*, std::chrono::duration<long, std::ratio<1l, 1000000000l> >*) [143]
-----------------------------------------------
                0.00    0.00       6/6           std::_Deque_base<BinTreeNode<int>*, std::allocator<BinTreeNode<int>*> >::_Deque_impl::_Deque_impl() [168]
[144]    0.0    0.00    0.00       6         std::_Deque_iterator<BinTreeNode<int>*, BinTreeNode<int>*&, BinTreeNode<int>**>::_Deque_iterator() [144]
-----------------------------------------------
                0.00    0.00       6/6           std::vector<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::allocator<std::chrono::duration<long, std::ratio<1l, 1000000000l> > > >::max_size() const [142]
[145]    0.0    0.00    0.00       6         std::allocator_traits<std::allocator<std::chrono::duration<long, std::ratio<1l, 1000000000l> > > >::max_size(std::allocator<std::chrono::duration<long, std::ratio<1l, 1000000000l> > > const&) [145]
                0.00    0.00       6/9           __gnu_cxx::new_allocator<std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::max_size() const [136]
-----------------------------------------------
                0.00    0.00       6/6           std::chrono::duration<long, std::ratio<1l, 1000000000l> >* std::uninitialized_copy<std::move_iterator<std::chrono::duration<long, std::ratio<1l, 1000000000l> >*>, std::chrono::duration<long, std::ratio<1l, 1000000000l> >*>(std::move_iterator<std::chrono::duration<long, std::ratio<1l, 1000000000l> >*>, std::move_iterator<std::chrono::duration<long, std::ratio<1l, 1000000000l> >*>, std::chrono::duration<long, std::ratio<1l, 1000000000l> >*) [150]
[146]    0.0    0.00    0.00       6         std::chrono::duration<long, std::ratio<1l, 1000000000l> >* std::__uninitialized_copy<true>::__uninit_copy<std::move_iterator<std::chrono::duration<long, std::ratio<1l, 1000000000l> >*>, std::chrono::duration<long, std::ratio<1l, 1000000000l> >*>(std::move_iterator<std::chrono::duration<long, std::ratio<1l, 1000000000l> >*>, std::move_iterator<std::chrono::duration<long, std::ratio<1l, 1000000000l> >*>, std::chrono::duration<long, std::ratio<1l, 1000000000l> >*) [146]
                0.00    0.00       6/6           std::chrono::duration<long, std::ratio<1l, 1000000000l> >* std::copy<std::move_iterator<std::chrono::duration<long, std::ratio<1l, 1000000000l> >*>, std::chrono::duration<long, std::ratio<1l, 1000000000l> >*>(std::move_iterator<std::chrono::duration<long, std::ratio<1l, 1000000000l> >*>, std::move_iterator<std::chrono::duration<long, std::ratio<1l, 1000000000l> >*>, std::chrono::duration<long, std::ratio<1l, 1000000000l> >*) [153]
-----------------------------------------------
                0.00    0.00       3/6           std::chrono::duration<long, std::ratio<1l, 1000000000l> >::zero() [183]
                0.00    0.00       3/6           std::common_type<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::type std::chrono::operator-<long, std::ratio<1l, 1000000000l>, long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&, std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [185]
[147]    0.0    0.00    0.00       6         std::chrono::duration<long, std::ratio<1l, 1000000000l> >::duration<long, void>(long const&) [147]
-----------------------------------------------
                0.00    0.00       6/6           std::chrono::duration<long, std::ratio<1l, 1000000000l> >* std::__copy_move_a2<true, std::chrono::duration<long, std::ratio<1l, 1000000000l> >*, std::chrono::duration<long, std::ratio<1l, 1000000000l> >*>(std::chrono::duration<long, std::ratio<1l, 1000000000l> >*, std::chrono::duration<long, std::ratio<1l, 1000000000l> >*, std::chrono::duration<long, std::ratio<1l, 1000000000l> >*) [149]
[148]    0.0    0.00    0.00       6         std::chrono::duration<long, std::ratio<1l, 1000000000l> >* std::__copy_move_a<true, std::chrono::duration<long, std::ratio<1l, 1000000000l> >*, std::chrono::duration<long, std::ratio<1l, 1000000000l> >*>(std::chrono::duration<long, std::ratio<1l, 1000000000l> >*, std::chrono::duration<long, std::ratio<1l, 1000000000l> >*, std::chrono::duration<long, std::ratio<1l, 1000000000l> >*) [148]
                0.00    0.00       6/6           std::chrono::duration<long, std::ratio<1l, 1000000000l> >* std::__copy_move<true, true, std::random_access_iterator_tag>::__copy_m<std::chrono::duration<long, std::ratio<1l, 1000000000l> > >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const*, std::chrono::duration<long, std::ratio<1l, 1000000000l> > const*, std::chrono::duration<long, std::ratio<1l, 1000000000l> >*) [143]
-----------------------------------------------
                0.00    0.00       6/6           std::chrono::duration<long, std::ratio<1l, 1000000000l> >* std::copy<std::move_iterator<std::chrono::duration<long, std::ratio<1l, 1000000000l> >*>, std::chrono::duration<long, std::ratio<1l, 1000000000l> >*>(std::move_iterator<std::chrono::duration<long, std::ratio<1l, 1000000000l> >*>, std::move_iterator<std::chrono::duration<long, std::ratio<1l, 1000000000l> >*>, std::chrono::duration<long, std::ratio<1l, 1000000000l> >*) [153]
[149]    0.0    0.00    0.00       6         std::chrono::duration<long, std::ratio<1l, 1000000000l> >* std::__copy_move_a2<true, std::chrono::duration<long, std::ratio<1l, 1000000000l> >*, std::chrono::duration<long, std::ratio<1l, 1000000000l> >*>(std::chrono::duration<long, std::ratio<1l, 1000000000l> >*, std::chrono::duration<long, std::ratio<1l, 1000000000l> >*, std::chrono::duration<long, std::ratio<1l, 1000000000l> >*) [149]
                0.00    0.00      18/18          std::chrono::duration<long, std::ratio<1l, 1000000000l> >* std::__niter_base<std::chrono::duration<long, std::ratio<1l, 1000000000l> >*>(std::chrono::duration<long, std::ratio<1l, 1000000000l> >*) [128]
                0.00    0.00       6/6           std::chrono::duration<long, std::ratio<1l, 1000000000l> >* std::__copy_move_a<true, std::chrono::duration<long, std::ratio<1l, 1000000000l> >*, std::chrono::duration<long, std::ratio<1l, 1000000000l> >*>(std::chrono::duration<long, std::ratio<1l, 1000000000l> >*, std::chrono::duration<long, std::ratio<1l, 1000000000l> >*, std::chrono::duration<long, std::ratio<1l, 1000000000l> >*) [148]
-----------------------------------------------
                0.00    0.00       6/6           std::chrono::duration<long, std::ratio<1l, 1000000000l> >* std::__uninitialized_copy_a<std::move_iterator<std::chrono::duration<long, std::ratio<1l, 1000000000l> >*>, std::chrono::duration<long, std::ratio<1l, 1000000000l> >*, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >(std::move_iterator<std::chrono::duration<long, std::ratio<1l, 1000000000l> >*>, std::move_iterator<std::chrono::duration<long, std::ratio<1l, 1000000000l> >*>, std::chrono::duration<long, std::ratio<1l, 1000000000l> >*, std::allocator<std::chrono::duration<long, std::ratio<1l, 1000000000l> > >&) [151]
[150]    0.0    0.00    0.00       6         std::chrono::duration<long, std::ratio<1l, 1000000000l> >* std::uninitialized_copy<std::move_iterator<std::chrono::duration<long, std::ratio<1l, 1000000000l> >*>, std::chrono::duration<long, std::ratio<1l, 1000000000l> >*>(std::move_iterator<std::chrono::duration<long, std::ratio<1l, 1000000000l> >*>, std::move_iterator<std::chrono::duration<long, std::ratio<1l, 1000000000l> >*>, std::chrono::duration<long, std::ratio<1l, 1000000000l> >*) [150]
                0.00    0.00       6/6           std::chrono::duration<long, std::ratio<1l, 1000000000l> >* std::__uninitialized_copy<true>::__uninit_copy<std::move_iterator<std::chrono::duration<long, std::ratio<1l, 1000000000l> >*>, std::chrono::duration<long, std::ratio<1l, 1000000000l> >*>(std::move_iterator<std::chrono::duration<long, std::ratio<1l, 1000000000l> >*>, std::move_iterator<std::chrono::duration<long, std::ratio<1l, 1000000000l> >*>, std::chrono::duration<long, std::ratio<1l, 1000000000l> >*) [146]
-----------------------------------------------
                0.00    0.00       6/6           std::chrono::duration<long, std::ratio<1l, 1000000000l> >* std::__uninitialized_move_if_noexcept_a<std::chrono::duration<long, std::ratio<1l, 1000000000l> >*, std::chrono::duration<long, std::ratio<1l, 1000000000l> >*, std::allocator<std::chrono::duration<long, std::ratio<1l, 1000000000l> > > >(std::chrono::duration<long, std::ratio<1l, 1000000000l> >*, std::chrono::duration<long, std::ratio<1l, 1000000000l> >*, std::chrono::duration<long, std::ratio<1l, 1000000000l> >*, std::allocator<std::chrono::duration<long, std::ratio<1l, 1000000000l> > >&) [152]
[151]    0.0    0.00    0.00       6         std::chrono::duration<long, std::ratio<1l, 1000000000l> >* std::__uninitialized_copy_a<std::move_iterator<std::chrono::duration<long, std::ratio<1l, 1000000000l> >*>, std::chrono::duration<long, std::ratio<1l, 1000000000l> >*, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >(std::move_iterator<std::chrono::duration<long, std::ratio<1l, 1000000000l> >*>, std::move_iterator<std::chrono::duration<long, std::ratio<1l, 1000000000l> >*>, std::chrono::duration<long, std::ratio<1l, 1000000000l> >*, std::allocator<std::chrono::duration<long, std::ratio<1l, 1000000000l> > >&) [151]
                0.00    0.00       6/6           std::chrono::duration<long, std::ratio<1l, 1000000000l> >* std::uninitialized_copy<std::move_iterator<std::chrono::duration<long, std::ratio<1l, 1000000000l> >*>, std::chrono::duration<long, std::ratio<1l, 1000000000l> >*>(std::move_iterator<std::chrono::duration<long, std::ratio<1l, 1000000000l> >*>, std::move_iterator<std::chrono::duration<long, std::ratio<1l, 1000000000l> >*>, std::chrono::duration<long, std::ratio<1l, 1000000000l> >*) [150]
-----------------------------------------------
                0.00    0.00       6/6           void std::vector<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::allocator<std::chrono::duration<long, std::ratio<1l, 1000000000l> > > >::_M_realloc_insert<std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&>(__gnu_cxx::__normal_iterator<std::chrono::duration<long, std::ratio<1l, 1000000000l> >*, std::vector<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::allocator<std::chrono::duration<long, std::ratio<1l, 1000000000l> > > > >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [186]
[152]    0.0    0.00    0.00       6         std::chrono::duration<long, std::ratio<1l, 1000000000l> >* std::__uninitialized_move_if_noexcept_a<std::chrono::duration<long, std::ratio<1l, 1000000000l> >*, std::chrono::duration<long, std::ratio<1l, 1000000000l> >*, std::allocator<std::chrono::duration<long, std::ratio<1l, 1000000000l> > > >(std::chrono::duration<long, std::ratio<1l, 1000000000l> >*, std::chrono::duration<long, std::ratio<1l, 1000000000l> >*, std::chrono::duration<long, std::ratio<1l, 1000000000l> >*, std::allocator<std::chrono::duration<long, std::ratio<1l, 1000000000l> > >&) [152]
                0.00    0.00      12/12          std::move_iterator<std::chrono::duration<long, std::ratio<1l, 1000000000l> >*> std::__make_move_if_noexcept_iterator<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::move_iterator<std::chrono::duration<long, std::ratio<1l, 1000000000l> >*> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> >*) [134]
                0.00    0.00       6/6           std::chrono::duration<long, std::ratio<1l, 1000000000l> >* std::__uninitialized_copy_a<std::move_iterator<std::chrono::duration<long, std::ratio<1l, 1000000000l> >*>, std::chrono::duration<long, std::ratio<1l, 1000000000l> >*, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >(std::move_iterator<std::chrono::duration<long, std::ratio<1l, 1000000000l> >*>, std::move_iterator<std::chrono::duration<long, std::ratio<1l, 1000000000l> >*>, std::chrono::duration<long, std::ratio<1l, 1000000000l> >*, std::allocator<std::chrono::duration<long, std::ratio<1l, 1000000000l> > >&) [151]
-----------------------------------------------
                0.00    0.00       6/6           std::chrono::duration<long, std::ratio<1l, 1000000000l> >* std::__uninitialized_copy<true>::__uninit_copy<std::move_iterator<std::chrono::duration<long, std::ratio<1l, 1000000000l> >*>, std::chrono::duration<long, std::ratio<1l, 1000000000l> >*>(std::move_iterator<std::chrono::duration<long, std::ratio<1l, 1000000000l> >*>, std::move_iterator<std::chrono::duration<long, std::ratio<1l, 1000000000l> >*>, std::chrono::duration<long, std::ratio<1l, 1000000000l> >*) [146]
[153]    0.0    0.00    0.00       6         std::chrono::duration<long, std::ratio<1l, 1000000000l> >* std::copy<std::move_iterator<std::chrono::duration<long, std::ratio<1l, 1000000000l> >*>, std::chrono::duration<long, std::ratio<1l, 1000000000l> >*>(std::move_iterator<std::chrono::duration<long, std::ratio<1l, 1000000000l> >*>, std::move_iterator<std::chrono::duration<long, std::ratio<1l, 1000000000l> >*>, std::chrono::duration<long, std::ratio<1l, 1000000000l> >*) [153]
                0.00    0.00      12/12          decltype (__miter_base(({parm#1}.base)())) std::__miter_base<std::chrono::duration<long, std::ratio<1l, 1000000000l> >*>(std::move_iterator<std::chrono::duration<long, std::ratio<1l, 1000000000l> >*>) [132]
                0.00    0.00       6/6           std::chrono::duration<long, std::ratio<1l, 1000000000l> >* std::__copy_move_a2<true, std::chrono::duration<long, std::ratio<1l, 1000000000l> >*, std::chrono::duration<long, std::ratio<1l, 1000000000l> >*>(std::chrono::duration<long, std::ratio<1l, 1000000000l> >*, std::chrono::duration<long, std::ratio<1l, 1000000000l> >*, std::chrono::duration<long, std::ratio<1l, 1000000000l> >*) [149]
-----------------------------------------------
                0.00    0.00       4/4           void std::_Destroy<std::chrono::duration<long, std::ratio<1l, 1000000000l> >*>(std::chrono::duration<long, std::ratio<1l, 1000000000l> >*, std::chrono::duration<long, std::ratio<1l, 1000000000l> >*) [156]
[154]    0.0    0.00    0.00       4         void std::_Destroy_aux<true>::__destroy<std::chrono::duration<long, std::ratio<1l, 1000000000l> >*>(std::chrono::duration<long, std::ratio<1l, 1000000000l> >*, std::chrono::duration<long, std::ratio<1l, 1000000000l> >*) [154]
-----------------------------------------------
                0.00    0.00       1/4           std::_Vector_base<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::allocator<std::chrono::duration<long, std::ratio<1l, 1000000000l> > > >::~_Vector_base() [214]
                0.00    0.00       3/4           void std::vector<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::allocator<std::chrono::duration<long, std::ratio<1l, 1000000000l> > > >::_M_realloc_insert<std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&>(__gnu_cxx::__normal_iterator<std::chrono::duration<long, std::ratio<1l, 1000000000l> >*, std::vector<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::allocator<std::chrono::duration<long, std::ratio<1l, 1000000000l> > > > >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [186]
[155]    0.0    0.00    0.00       4         std::_Vector_base<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::allocator<std::chrono::duration<long, std::ratio<1l, 1000000000l> > > >::_M_deallocate(std::chrono::duration<long, std::ratio<1l, 1000000000l> >*, unsigned long) [155]
                0.00    0.00       3/3           std::allocator_traits<std::allocator<std::chrono::duration<long, std::ratio<1l, 1000000000l> > > >::deallocate(std::allocator<std::chrono::duration<long, std::ratio<1l, 1000000000l> > >&, std::chrono::duration<long, std::ratio<1l, 1000000000l> >*, unsigned long) [175]
-----------------------------------------------
                0.00    0.00       4/4           void std::_Destroy<std::chrono::duration<long, std::ratio<1l, 1000000000l> >*, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >(std::chrono::duration<long, std::ratio<1l, 1000000000l> >*, std::chrono::duration<long, std::ratio<1l, 1000000000l> >*, std::allocator<std::chrono::duration<long, std::ratio<1l, 1000000000l> > >&) [157]
[156]    0.0    0.00    0.00       4         void std::_Destroy<std::chrono::duration<long, std::ratio<1l, 1000000000l> >*>(std::chrono::duration<long, std::ratio<1l, 1000000000l> >*, std::chrono::duration<long, std::ratio<1l, 1000000000l> >*) [156]
                0.00    0.00       4/4           void std::_Destroy_aux<true>::__destroy<std::chrono::duration<long, std::ratio<1l, 1000000000l> >*>(std::chrono::duration<long, std::ratio<1l, 1000000000l> >*, std::chrono::duration<long, std::ratio<1l, 1000000000l> >*) [154]
-----------------------------------------------
                0.00    0.00       1/4           std::vector<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::allocator<std::chrono::duration<long, std::ratio<1l, 1000000000l> > > >::~vector() [222]
                0.00    0.00       3/4           void std::vector<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::allocator<std::chrono::duration<long, std::ratio<1l, 1000000000l> > > >::_M_realloc_insert<std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&>(__gnu_cxx::__normal_iterator<std::chrono::duration<long, std::ratio<1l, 1000000000l> >*, std::vector<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::allocator<std::chrono::duration<long, std::ratio<1l, 1000000000l> > > > >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [186]
[157]    0.0    0.00    0.00       4         void std::_Destroy<std::chrono::duration<long, std::ratio<1l, 1000000000l> >*, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >(std::chrono::duration<long, std::ratio<1l, 1000000000l> >*, std::chrono::duration<long, std::ratio<1l, 1000000000l> >*, std::allocator<std::chrono::duration<long, std::ratio<1l, 1000000000l> > >&) [157]
                0.00    0.00       4/4           void std::_Destroy<std::chrono::duration<long, std::ratio<1l, 1000000000l> >*>(std::chrono::duration<long, std::ratio<1l, 1000000000l> >*, std::chrono::duration<long, std::ratio<1l, 1000000000l> >*) [156]
-----------------------------------------------
                0.00    0.00       3/3           main [1]
[158]    0.0    0.00    0.00       3         BenchMark::Lap() [158]
                0.00    0.00       6/18          std::vector<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::allocator<std::chrono::duration<long, std::ratio<1l, 1000000000l> > > >::size() const [127]
                0.00    0.00       3/3           std::common_type<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::type std::chrono::operator-<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >(std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > > const&, std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > > const&) [184]
                0.00    0.00       3/3           std::vector<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::allocator<std::chrono::duration<long, std::ratio<1l, 1000000000l> > > >::push_back(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [189]
-----------------------------------------------
                0.00    0.00       3/3           std::allocator_traits<std::allocator<std::chrono::duration<long, std::ratio<1l, 1000000000l> > > >::deallocate(std::allocator<std::chrono::duration<long, std::ratio<1l, 1000000000l> > >&, std::chrono::duration<long, std::ratio<1l, 1000000000l> >*, unsigned long) [175]
[159]    0.0    0.00    0.00       3         __gnu_cxx::new_allocator<std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::deallocate(std::chrono::duration<long, std::ratio<1l, 1000000000l> >*, unsigned long) [159]
-----------------------------------------------
                0.00    0.00       3/3           std::allocator_traits<std::allocator<std::chrono::duration<long, std::ratio<1l, 1000000000l> > > >::allocate(std::allocator<std::chrono::duration<long, std::ratio<1l, 1000000000l> > >&, unsigned long) [176]
[160]    0.0    0.00    0.00       3         __gnu_cxx::new_allocator<std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::allocate(unsigned long, void const*) [160]
